year,state_name, population , violent_crime , homicide , rape_legacyrevised , robbery , aggravated_assault , property_crime , burglary , larceny , motor_vehicle_theft 
2009,New Jersey,"8,707,739","27,113",319,"1,041","11,639","14,114","180,752","36,945","128,303","15,504"
2009,New Mexico,"2,009,671","12,709",198,"1,069","1,932","9,510","74,639","21,955","46,182","6,502"
2009,Nevada,"2,643,085","18,639",156,"1,024","6,028","11,431","80,976","22,115","46,463","12,398"
2009,New York,"19,541,453","75,110",781,"2,582","28,141","43,606","377,537","62,769","292,897","21,871"
2009,Ohio,"11,542,645","38,305",527,"4,119","17,670","15,989","376,446","104,009","249,777","22,660"
2009,Oklahoma,"3,687,050","18,560",234,"1,535","3,358","13,433","132,350","38,071","83,813","10,466"
2009,Oregon,"3,825,657","9,968",88,"1,202","2,499","6,179","114,780","19,739","85,064","9,977"
2009,Pennsylvania,"12,604,767","48,188",664,"3,626","17,504","26,394","277,182","54,772","204,588","17,822"
2009,Rhode Island,"1,053,209","2,678",32,296,785,"1,565","27,558","5,753","19,403","2,402"
2009,South Carolina,"4,561,242","30,799",305,"1,663","5,753","23,078","178,310","45,443","119,250","13,617"
2009,South Dakota,"812,383","1,777",30,501,117,"1,129","14,378","2,621","10,891",866
2009,Tennessee,"6,296,254","41,933",468,"2,019","9,653","29,793","237,157","63,832","158,309","15,016"
2009,Texas,"24,782,302","121,684","1,330","8,311","38,022","74,021","995,082","240,058","678,455","76,569"
2009,Utah,"2,784,572","5,998",39,941,"1,304","3,714","91,751","15,258","69,556","6,937"
2009,Virginia,"7,882,590","18,195",370,"1,572","6,342","9,911","194,020","31,956","150,374","11,690"
2009,Vermont,"621,760",837,8,132,111,586,"15,010","3,471","11,090",449
2009,Washington,"6,664,195","22,412",190,"2,583","6,711","12,928","245,215","53,047","168,421","23,747"
2009,Wisconsin,"5,654,774","14,650",146,"1,118","4,904","8,482","147,692","26,813","111,947","8,932"
2009,West Virginia,"1,819,777","5,554",84,470,914,"4,086","46,215","12,005","31,453","2,757"
2009,Wyoming,"544,270","1,196",11,172,78,935,"14,243","2,176","11,310",757
2010,Total,"309,330,219","1,251,248","14,722","85,593","369,089","781,844","9,112,625","2,168,459","6,204,601","739,565"
2010,Alaska,"714,146","4,537",31,533,594,"3,379","20,259","3,105","15,535","1,619"
2010,Alabama,"4,785,401","18,363",275,"1,355","4,864","11,869","168,828","42,484","115,564","10,780"
2010,Arkansas,"2,921,588","14,711",134,"1,321","2,369","10,887","103,820","32,463","65,796","5,561"
2010,Arizona,"6,413,158","26,528",408,"2,191","6,953","16,976","226,802","50,932","154,137","21,733"
2010,California,"37,338,198","164,133","1,809","8,331","58,116","95,877","981,939","228,857","600,558","152,524"
2010,Colorado,"5,047,692","16,339",129,"2,230","3,164","10,816","135,001","26,196","97,534","11,271"
2010,Connecticut,"3,575,498","10,083",133,595,"3,553","5,802","78,259","15,145","56,413","6,701"
2010,District of Columbia,"604,912","8,026",132,187,"4,325","3,382","28,802","4,233","19,514","5,055"
2010,Delaware,"899,792","5,608",51,326,"1,839","3,392","31,078","7,550","21,593","1,935"
2010,Florida,"18,838,613","101,969",987,"5,373","26,086","69,523","669,035","169,119","458,454","41,462"
2010,Georgia,"9,712,157","39,068",555,"2,107","12,372","24,034","353,449","96,947","226,161","30,341"
2010,Hawaii,"1,363,359","3,603",25,377,"1,065","2,136","45,667","8,706","31,681","5,280"
2010,Iowa,"3,050,202","8,191",38,883,"1,012","6,258","68,740","16,746","48,194","3,800"
2010,Idaho,"1,571,102","3,464",22,533,213,"2,696","31,436","6,513","23,594","1,329"
2010,Illinois,"12,841,980","57,132",704,"3,066","20,386","32,976","349,064","77,472","242,681","28,911"
2010,Indiana,"6,490,622","20,983",268,"1,760","6,559","12,396","199,274","48,570","137,204","13,500"
2010,Kansas,"2,859,143","10,602",97,"1,146","1,538","7,821","89,109","19,315","63,774","6,020"
2010,Kentucky,"4,347,223","10,604",188,"1,438","3,748","5,230","111,170","30,443","74,488","6,239"
2010,Louisiana,"4,545,343","25,241",500,"1,230","5,297","18,214","165,667","45,437","110,260","9,970"
2010,Massachusetts,"6,555,466","30,737",214,"1,784","6,897","21,842","154,496","37,903","105,124","11,469"
2010,Maryland,"5,785,681","31,607",426,"1,228","11,054","18,899","173,309","36,704","118,578","18,027"
2010,Maine,"1,327,379","1,621",24,389,412,796,"32,900","7,364","24,547",989
2010,Michigan,"9,877,143","48,693",580,"4,733","11,522","31,858","271,501","74,345","169,748","27,408"
2010,Minnesota,"5,310,658","12,515",96,"1,798","3,388","7,233","136,431","24,415","103,429","8,587"
2010,Missouri,"5,995,715","27,440",420,"1,445","6,185","19,390","200,858","44,197","140,526","16,135"
2010,Mississippi,"2,970,072","7,999",204,931,"2,777","4,087","88,596","30,453","52,784","5,359"
2010,Montana,"990,958","2,733",25,332,154,"2,222","25,409","3,692","20,166","1,551"
2010,North Carolina,"9,560,234","34,679",474,"2,002","9,620","22,583","329,202","102,826","208,057","18,319"
2010,North Dakota,"674,629","1,548",10,245,90,"1,203","12,010","2,000","9,137",873
2010,Nebraska,"1,830,141","5,093",54,674,"1,020","3,345","48,827","8,318","36,896","3,613"
2010,New Hampshire,"1,316,807","2,204",13,411,450,"1,330","29,230","5,444","22,789",997
2010,New Jersey,"8,799,593","27,055",371,981,"11,818","13,885","183,042","38,732","128,754","15,556"
2010,New Mexico,"2,065,913","12,147",140,959,"1,616","9,432","70,776","21,023","44,503","5,250"
2010,Nevada,"2,704,283","17,929",158,965,"5,298","11,508","75,004","22,286","42,533","10,185"
2010,New York,"19,395,206","76,492",868,"2,797","28,630","44,197","379,710","65,839","293,232","20,639"
2010,Ohio,"11,537,968","36,306",479,"3,730","16,486","15,611","376,836","107,125","248,581","21,130"
2010,Oklahoma,"3,760,184","18,100",195,"1,469","3,345","13,091","129,464","37,848","81,303","10,313"
2010,Oregon,"3,838,332","9,648",96,"1,239","2,421","5,892","116,657","20,035","87,494","9,128"
2010,Pennsylvania,"12,717,722","46,612",653,"3,472","16,375","26,112","276,366","55,206","204,440","16,720"
2010,Rhode Island,"1,052,528","2,709",29,298,782,"1,600","26,959","6,124","18,432","2,403"
2010,South Carolina,"4,637,106","27,923",265,"1,551","5,017","21,090","181,098","46,261","121,544","13,293"
2010,South Dakota,"816,598","2,196",23,385,154,"1,634","15,188","3,192","11,196",800
2010,Tennessee,"6,357,436","38,909",359,"2,173","8,361","28,016","232,855","64,293","153,729","14,833"
2010,Texas,"25,253,466","113,231","1,249","7,622","32,843","71,517","951,246","228,597","654,626","68,023"
2010,Utah,"2,775,479","5,925",53,983,"1,269","3,620","88,316","15,095","67,242","5,979"
2010,Virginia,"8,023,953","17,184",376,"1,580","5,678","9,550","187,403","30,804","145,990","10,609"
2010,Vermont,"625,909",820,7,141,76,596,"14,160","3,348","10,373",439
2010,Washington,"6,742,950","21,138",154,"2,579","5,929","12,476","249,426","55,192","168,490","25,744"
2010,Wisconsin,"5,691,659","14,167",155,"1,191","4,516","8,305","142,781","26,636","107,993","8,152"
2010,West Virginia,"1,854,368","5,586",58,362,776,"4,390","41,301","10,778","28,104","2,419"
2010,Wyoming,"564,554","1,117",8,162,77,870,"13,869","2,151","11,126",592
2011,Total,"311,587,816","1,206,031","14,661","84,175","354,772","752,423","9,052,743","2,185,140","6,151,095","716,508"
2011,Alaska,"723,860","4,416",30,436,576,"3,374","19,094","2,852","14,854","1,388"
2011,Alabama,"4,803,689","20,166",299,"1,370","4,906","13,591","173,192","51,119","111,411","10,662"
2011,Arkansas,"2,938,582","14,173",160,"1,230","2,357","10,426","110,430","34,016","70,645","5,769"
2011,Arizona,"6,467,315","26,789",397,"2,499","7,145","16,748","229,896","54,695","155,400","19,801"
2011,California,"37,683,933","154,943","1,792","7,665","54,291","91,195","973,822","230,075","596,905","146,842"
2011,Colorado,"5,116,302","16,085",155,"2,285","3,299","10,346","132,781","25,725","96,054","11,002"
2011,Connecticut,"3,586,717","9,889",129,689,"3,689","5,382","77,205","15,468","55,067","6,670"
2011,District of Columbia,"619,020","7,433",108,173,"4,094","3,058","29,654","3,850","21,347","4,457"
2011,Delaware,"908,137","5,144",48,307,"1,558","3,231","31,163","7,617","22,001","1,545"
2011,Florida,"19,082,262","98,198",984,"5,273","25,622","66,319","671,200","170,171","461,408","39,621"
2011,Georgia,"9,812,460","36,762",549,"2,066","12,266","21,881","357,235","96,014","231,543","29,678"
2011,Hawaii,"1,378,129","3,465",20,353,994,"2,098","43,874","8,165","31,240","4,469"
2011,Iowa,"3,064,097","7,883",44,866,824,"6,149","72,043","17,573","50,472","3,998"
2011,Idaho,"1,583,744","3,202",35,444,188,"2,535","32,875","6,915","24,629","1,331"
2011,Illinois,"12,859,752","54,523",781,"3,030","20,217","30,495","344,468","77,719","237,362","29,387"
2011,Indiana,"6,516,353","21,619",306,"1,758","6,977","12,578","206,016","50,571","140,630","14,815"
2011,Kansas,"2,870,386","10,209",111,"1,122","1,448","7,528","88,655","18,712","63,259","6,684"
2011,Kentucky,"4,366,814","10,465",151,"1,499","3,705","5,110","119,037","32,750","79,586","6,701"
2011,Louisiana,"4,574,766","25,373",506,"1,262","5,235","18,370","168,529","46,242","113,174","9,113"
2011,Massachusetts,"6,607,003","28,232",184,"1,654","6,768","19,626","148,829","36,403","101,644","10,782"
2011,Maryland,"5,839,572","28,817",399,"1,200","10,342","16,876","166,846","35,823","114,951","16,072"
2011,Maine,"1,328,544","1,638",26,394,370,848,"33,829","7,865","24,886","1,078"
2011,Michigan,"9,876,801","43,731",617,"4,344","10,263","28,507","251,329","69,755","156,666","24,908"
2011,Minnesota,"5,347,299","12,323",75,"2,113","3,385","6,750","136,183","25,681","102,354","8,148"
2011,Missouri,"6,008,984","26,888",366,"1,469","6,275","18,778","199,085","44,875","138,879","15,331"
2011,Mississippi,"2,977,457","8,009",232,863,"2,496","4,418","89,809","30,722","54,179","4,908"
2011,Montana,"997,667","2,755",29,366,171,"2,189","23,885","3,347","19,089","1,449"
2011,North Carolina,"9,651,103","33,421",498,"1,959","9,448","21,516","337,806","105,534","215,453","16,819"
2011,North Dakota,"684,740","1,699",24,266,91,"1,318","13,334","2,458","9,891",985
2011,Nebraska,"1,842,234","4,672",68,699,993,"2,912","50,894","8,725","38,060","4,109"
2011,New Hampshire,"1,317,807","2,864",16,581,509,"1,758","32,756","6,244","25,398","1,114"
2011,New Jersey,"8,834,773","27,203",380,"1,006","12,209","13,608","189,719","43,238","129,066","17,415"
2011,New Mexico,"2,078,674","11,904",158,856,"1,720","9,170","73,549","21,419","46,730","5,400"
2011,Nevada,"2,720,028","15,452",139,913,"4,308","10,092","70,075","20,342","40,156","9,577"
2011,New York,"19,501,616","77,463",769,"2,751","28,405","45,538","371,837","65,227","287,361","19,249"
2011,Ohio,"11,541,007","35,218",500,"3,679","15,991","15,048","380,572","112,901","246,744","20,927"
2011,Oklahoma,"3,784,163","17,311",212,"1,410","3,288","12,401","127,618","36,462","80,064","11,092"
2011,Oregon,"3,868,229","9,643",84,"1,239","2,237","6,083","121,869","20,704","92,059","9,106"
2011,Pennsylvania,"12,743,948","46,189",639,"3,339","16,165","26,046","283,442","57,966","208,604","16,872"
2011,Rhode Island,"1,050,646","2,586",20,319,744,"1,503","27,976","6,836","18,765","2,375"
2011,South Carolina,"4,673,348","27,894",320,"1,678","4,631","21,265","183,243","47,351","122,255","13,637"
2011,South Dakota,"823,593","2,105",20,503,167,"1,415","15,299","2,927","11,423",949
2011,Tennessee,"6,399,787","38,895",380,"2,095","8,082","28,338","230,900","62,830","153,928","14,142"
2011,Texas,"25,631,778","104,734","1,130","7,486","28,620","67,498","892,810","215,755","613,131","63,924"
2011,Utah,"2,814,347","5,547",50,901,"1,079","3,517","84,084","13,170","64,727","6,187"
2011,Virginia,"8,104,384","16,014",304,"1,591","5,425","8,694","182,902","30,656","142,476","9,770"
2011,Vermont,"626,592",925,11,146,99,669,"15,086","3,838","10,720",528
2011,Washington,"6,823,267","20,152",163,"2,320","5,627","12,042","244,209","56,561","162,828","24,820"
2011,Wisconsin,"5,709,843","14,268",138,"1,190","4,600","8,340","139,912","27,167","104,472","8,273"
2011,West Virginia,"1,854,908","5,497",87,372,802,"4,236","39,009","10,245","26,656","2,108"
2011,Wyoming,"567,356","1,245",18,146,71,"1,010","12,878","1,864","10,493",521
2012,Total,"313,873,685","1,217,057","14,856","85,141","355,051","762,009","9,001,992","2,109,932","6,168,874","723,186"
2012,Alaska,"730,307","4,412",30,583,630,"3,169","20,037","2,950","15,565","1,522"
2012,Alabama,"4,817,528","21,693",342,"1,296","5,020","15,035","168,878","47,481","111,523","9,874"
2012,Arkansas,"2,949,828","13,851",174,"1,233","2,310","10,134","109,389","32,673","70,982","5,734"
2012,Arizona,"6,551,149","28,077",358,"2,282","7,383","18,054","231,701","52,911","159,808","18,982"
2012,California,"37,999,878","160,944","1,884","7,837","56,521","94,702","1,049,465","245,767","635,090","168,608"
2012,Colorado,"5,189,458","15,951",152,"2,122","3,392","10,285","139,355","26,163","101,091","12,101"
2012,Connecticut,"3,591,765","10,183",117,933,"3,709","5,424","77,169","14,787","55,904","6,478"
2012,District of Columbia,"633,427","7,866",88,236,"4,037","3,505","30,757","3,519","23,575","3,663"
2012,Delaware,"917,053","5,048",56,249,"1,498","3,245","30,707","7,389","21,880","1,438"
2012,Florida,"19,320,749","94,087","1,009","5,260","23,889","63,929","632,988","153,563","442,095","37,330"
2012,Georgia,"9,915,646","37,675",583,"2,143","12,502","22,447","339,473","86,992","223,875","28,606"
2012,Hawaii,"1,390,090","3,378",21,279,"1,125","1,953","43,419","7,653","31,901","3,865"
2012,Iowa,"3,075,039","8,167",49,901,962,"6,255","70,357","17,201","49,116","4,040"
2012,Idaho,"1,595,590","3,348",30,495,243,"2,580","31,825","7,240","23,203","1,382"
2012,Illinois,"12,868,192","53,556",770,"3,581","19,480","29,725","332,706","71,100","235,314","26,292"
2012,Indiana,"6,537,782","22,544",307,"1,661","6,601","13,975","197,994","47,689","136,668","13,637"
2012,Kansas,"2,885,398","10,292",85,"1,105","1,493","7,609","91,066","18,874","65,413","6,779"
2012,Kentucky,"4,379,730","9,852",201,"1,312","3,547","4,792","112,800","29,877","76,199","6,724"
2012,Louisiana,"4,602,134","22,839",489,"1,155","5,458","15,737","162,673","42,037","112,764","7,872"
2012,Massachusetts,"6,645,303","27,047",121,"1,650","6,555","18,721","143,325","34,635","99,453","9,237"
2012,Maryland,"5,884,868","28,086",373,"1,237","10,173","16,303","162,309","33,803","113,550","14,956"
2012,Maine,"1,328,501","1,626",26,372,420,808,"33,398","7,476","24,931",991
2012,Michigan,"9,882,519","44,962",701,"4,635","10,423","29,203","249,249","65,560","158,609","25,080"
2012,Minnesota,"5,379,646","12,419",99,"1,638","3,475","7,207","138,152","25,378","104,316","8,458"
2012,Missouri,"6,024,522","27,189",390,"1,527","5,782","19,490","199,813","42,510","140,971","16,332"
2012,Mississippi,"2,986,450","7,769",213,819,"2,277","4,460","83,933","28,084","51,520","4,329"
2012,Montana,"1,005,494","2,803",29,392,202,"2,180","26,102","3,920","20,484","1,698"
2012,North Carolina,"9,748,364","34,464",479,"1,984","9,392","22,609","328,594","99,323","213,151","16,120"
2012,North Dakota,"701,345","1,723",25,279,127,"1,292","14,297","2,429","10,687","1,181"
2012,Nebraska,"1,855,350","4,802",52,710,"1,128","2,912","51,203","8,745","38,301","4,157"
2012,New Hampshire,"1,321,617","2,841",15,486,471,"1,869","32,074","5,988","25,024","1,062"
2012,New Jersey,"8,867,749","25,727",388,"1,035","11,385","12,919","181,481","42,338","122,662","16,481"
2012,New Mexico,"2,083,540","11,660",116,957,"1,847","8,740","75,094","21,384","48,247","5,463"
2012,Nevada,"2,754,354","16,763",124,931,"4,918","10,790","77,510","22,120","45,372","10,018"
2012,New York,"19,576,125","79,535",683,"2,837","28,633","47,382","375,268","64,389","293,562","17,317"
2012,Ohio,"11,553,031","34,827",478,"3,813","15,396","15,140","370,435","105,312","245,372","19,751"
2012,Oklahoma,"3,815,780","18,102",220,"1,622","3,248","13,012","130,969","36,094","83,131","11,744"
2012,Oregon,"3,899,801","9,638",91,"1,159","2,419","5,969","126,417","22,051","94,114","10,252"
2012,Pennsylvania,"12,764,475","45,384",707,"3,371","15,735","25,571","276,562","57,040","204,409","15,113"
2012,Rhode Island,"1,050,304","2,657",26,292,715,"1,614","27,039","5,929","18,478","2,632"
2012,South Carolina,"4,723,417","26,474",332,"1,712","4,511","19,919","181,049","45,222","122,340","13,487"
2012,South Dakota,"834,047","2,701",23,600,157,"1,921","17,326","3,280","12,973","1,073"
2012,Tennessee,"6,454,914","41,213",400,"2,047","8,151","30,615","217,925","56,231","148,731","12,963"
2012,Texas,"26,060,796","106,475","1,148","7,715","30,385","67,227","876,459","205,002","606,425","65,032"
2012,Utah,"2,854,871","5,939",52,975,"1,105","3,807","86,284","13,095","67,157","6,032"
2012,Virginia,"8,186,628","15,676",322,"1,505","4,718","9,131","178,434","29,651","139,654","9,129"
2012,Vermont,"625,953",891,8,131,114,638,"15,653","4,179","11,014",460
2012,Washington,"6,895,318","20,553",217,"2,250","5,801","12,285","254,377","61,376","166,338","26,663"
2012,Wisconsin,"5,724,554","16,254",169,"1,228","4,692","10,165","140,780","27,931","104,619","8,230"
2012,West Virginia,"1,856,680","5,943",70,415,835,"4,623","44,500","11,466","30,800","2,234"
2012,Wyoming,"576,626","1,161",14,154,61,932,"13,222","2,125","10,513",584
2013,Total,"316,497,531","1,168,298","14,319","82,109","345,093","726,777","8,651,892","1,932,139","6,019,465","700,288"
2013,Alaska,"737,259","4,709",34,657,623,"3,127","21,211","2,917","16,599","1,695"
2013,Alabama,"4,833,996","20,834",346,"1,449","4,645","13,788","161,835","42,410","108,862","10,563"
2013,Arkansas,"2,958,765","13,705",158,"1,135","2,261","9,796","106,477","30,369","70,430","5,678"
2013,Arizona,"6,634,997","27,576",355,"2,344","6,656","17,391","223,294","48,292","158,036","16,966"
2013,California,"38,431,393","154,739","1,746","7,464","53,640","89,029","1,018,907","232,058","621,557","165,292"
2013,Colorado,"5,272,086","16,099",174,"2,198","3,136","9,826","139,974","25,075","102,375","12,524"
2013,Connecticut,"3,599,341","9,439",91,647,"3,551","4,906","71,274","12,934","52,099","6,241"
2013,District of Columbia,"649,111","8,415",103,297,"4,082","3,835","31,097","3,316","24,547","3,234"
2013,Delaware,"925,240","4,633",41,278,"1,233","2,960","29,001","6,299","21,347","1,355"
2013,Florida,"19,600,311","91,993",972,"4,765","23,200","61,054","607,170","138,915","433,344","34,911"
2013,Georgia,"9,994,759","37,519",563,"2,022","12,704","21,361","339,808","83,459","229,190","27,159"
2013,Hawaii,"1,408,987","3,585",32,366,934,"2,111","45,266","7,777","32,928","4,561"
2013,Iowa,"3,092,341","8,443",41,873,937,"6,332","67,976","15,918","47,803","4,255"
2013,Idaho,"1,612,843","3,471",29,516,220,"2,548","30,230","6,693","21,999","1,538"
2013,Illinois,"12,890,552","51,956",722,"3,895","17,733","28,161","296,048","59,093","216,059","20,896"
2013,Indiana,"6,570,713","23,627",357,"1,623","7,114","13,915","187,472","42,754","130,534","14,184"
2013,Kansas,"2,895,801","9,928",117,"1,003","1,339","7,177","85,704","17,476","61,557","6,671"
2013,Kentucky,"4,399,583","9,280",172,951,"3,247","4,215","104,448","26,331","72,048","6,069"
2013,Louisiana,"4,629,284","24,127",494,"1,248","5,539","16,331","165,679","41,214","115,300","9,165"
2013,Massachusetts,"6,708,874","27,264",138,"1,722","6,705","18,118","137,274","30,716","97,437","9,121"
2013,Maryland,"5,938,737","28,235",384,"1,179","10,048","16,124","157,918","31,950","112,551","13,417"
2013,Maine,"1,328,702","1,761",24,366,335,907,"30,454","6,480","23,063",911
2013,Michigan,"9,898,193","44,757",625,"4,506","10,093","27,254","230,135","56,256","149,794","24,085"
2013,Minnesota,"5,422,060","12,710",114,"1,453","3,674","6,908","131,193","22,713","100,514","7,966"
2013,Missouri,"6,044,917","26,216",369,"1,679","5,486","18,056","189,655","38,797","134,514","16,344"
2013,Mississippi,"2,992,206","8,303",217,726,"2,413","4,649","81,548","24,969","52,192","4,387"
2013,Montana,"1,014,864","2,924",23,382,217,"2,217","26,195","4,122","20,192","1,881"
2013,North Carolina,"9,848,917","33,587",463,"1,790","9,275","21,325","305,631","90,182","201,043","14,406"
2013,North Dakota,"723,857","1,979",16,288,161,"1,447","15,356","2,979","10,942","1,435"
2013,Nebraska,"1,868,969","4,949",56,621,"1,035","3,011","49,197","8,945","35,791","4,461"
2013,New Hampshire,"1,322,616","2,952",21,522,645,"1,708","30,409","5,283","24,188",938
2013,New Jersey,"8,911,502","25,748",404,861,"12,084","12,071","167,634","35,883","118,005","13,746"
2013,New Mexico,"2,086,895","12,990",123,"1,135","1,832","9,470","78,958","21,828","51,146","5,984"
2013,Nevada,"2,791,494","16,888",163,"1,090","5,183","10,060","79,177","23,047","46,132","9,998"
2013,New York,"19,695,680","77,563",644,"2,575","27,241","46,130","358,603","56,444","286,676","15,483"
2013,Ohio,"11,572,005","33,722",478,"3,594","14,483","14,370","338,414","91,090","227,799","19,525"
2013,Oklahoma,"3,853,118","17,187",198,"1,715","3,023","11,652","126,418","33,512","81,624","11,282"
2013,Oregon,"3,928,068","9,536",82,"1,000","2,394","5,596","125,083","20,808","94,363","9,912"
2013,Pennsylvania,"12,781,296","42,825",611,"2,728","14,739","23,680","263,176","52,000","197,410","13,766"
2013,Rhode Island,"1,053,354","2,710",31,333,683,"1,547","25,741","5,621","17,881","2,239"
2013,South Carolina,"4,771,929","24,263",305,"1,739","3,965","17,760","173,261","40,930","119,730","12,601"
2013,South Dakota,"845,510","2,733",18,454,156,"2,052","16,274","3,383","11,955",936
2013,Tennessee,"6,497,269","38,063",335,"1,904","7,333","27,895","207,683","51,334","144,443","11,906"
2013,Texas,"26,505,637","108,757","1,140","7,610","31,810","65,351","862,289","191,062","605,440","65,787"
2013,Utah,"2,902,787","6,644",51,926,"1,247","3,824","88,334","13,727","67,115","7,492"
2013,Virginia,"8,270,345","16,355",320,"1,476","4,574","9,111","171,558","26,717","136,215","8,626"
2013,Vermont,"626,855",775,10,113,75,554,"13,882","3,352","10,193",337
2013,Washington,"6,973,742","20,223",167,"2,072","5,829","11,623","259,139","58,487","172,227","28,425"
2013,Wisconsin,"5,742,953","16,118",163,"1,308","4,834","9,285","125,694","24,358","93,946","7,390"
2013,West Virginia,"1,853,595","5,657",62,367,653,"4,242","39,929","9,908","28,055","1,966"
2013,Wyoming,"583,223","1,212",17,144,74,917,"12,809","1,956","10,275",578
2014,Total,"318,907,401","1,153,022","14,164","84,864","322,905","731,089","8,209,010","1,713,153","5,809,054","686,803"
2014,Alaska,"737,046","4,684",41,553,629,"3,243","20,334","3,150","15,445","1,739"
2014,Alabama,"4,846,411","20,727",276,"1,425","4,702","13,744","154,087","39,723","104,223","10,141"
2014,Arkansas,"2,966,835","14,248",175,"1,291","2,037","10,220","99,452","24,816","69,001","5,635"
2014,Arizona,"6,728,783","26,422",311,"2,356","6,225","16,614","213,406","43,412","152,683","17,311"
2014,California,"38,792,291","153,763","1,700","8,389","48,681","91,804","947,193","202,669","592,673","151,851"
2014,Colorado,"5,355,588","16,487",150,"2,236","3,037","10,211","135,789","23,502","99,688","12,599"
2014,Connecticut,"3,594,762","8,575",89,579,"3,172","4,520","69,326","12,017","51,195","6,114"
2014,District of Columbia,"659,836","8,199",105,349,"3,497","4,125","34,147","3,466","26,898","3,783"
2014,Delaware,"935,968","4,568",50,274,"1,271","2,857","27,915","5,765","20,885","1,265"
2014,Florida,"19,905,569","91,345",982,"5,038","21,621","61,610","583,774","121,379","426,197","36,198"
2014,Georgia,"10,097,132","38,955",607,"2,209","12,786","22,415","339,146","78,029","233,359","27,758"
2014,Hawaii,"1,420,257","3,362",20,388,952,"1,842","46,022","7,470","33,003","5,549"
2014,Iowa,"3,109,481","8,484",60,829,"1,047","6,227","65,100","14,363","46,594","4,143"
2014,Idaho,"1,634,806","3,439",32,463,203,"2,559","30,440","6,466","22,297","1,677"
2014,Illinois,"12,882,189","47,775",690,"3,182","15,271","27,485","269,647","50,759","201,003","17,885"
2014,Indiana,"6,597,880","24,105",333,"1,608","6,894","14,681","174,909","36,909","124,144","13,856"
2014,Kansas,"2,902,507","10,235",92,"1,066","1,361","7,299","80,029","15,921","57,169","6,939"
2014,Kentucky,"4,412,617","9,495",164,"1,098","3,343","4,432","99,909","23,426","70,108","6,375"
2014,Louisiana,"4,648,990","23,983",476,981,"5,725","16,400","161,192","38,541","113,251","9,400"
2014,Massachusetts,"6,755,124","26,689",133,"1,625","6,077","18,277","125,481","24,951","92,226","8,304"
2014,Maryland,"5,975,346","26,767",362,"1,144","9,565","15,208","150,390","28,134","109,140","13,116"
2014,Maine,"1,330,256","1,698",21,346,304,889,"26,427","5,035","20,591",801
2014,Michigan,"9,916,306","42,555",544,"4,500","8,037","27,610","202,692","44,328","137,142","21,222"
2014,Minnesota,"5,457,125","12,505",88,"1,448","3,687","6,729","125,377","20,773","96,237","8,367"
2014,Missouri,"6,063,827","26,882",404,"1,728","5,592","18,483","176,436","35,293","124,769","16,374"
2014,Mississippi,"2,993,443","8,331",259,768,"2,405","4,585","86,887","23,898","58,515","4,474"
2014,Montana,"1,023,252","3,361",38,396,202,"2,563","25,525","3,639","19,826","2,060"
2014,North Carolina,"9,940,387","32,718",498,"1,738","8,411","21,377","285,498","79,266","192,609","13,623"
2014,North Dakota,"740,040","2,001",23,275,175,"1,421","15,857","2,751","11,559","1,547"
2014,Nebraska,"1,882,980","5,201",53,645,"1,044","3,226","47,526","7,936","35,063","4,527"
2014,New Hampshire,"1,327,996","2,625",16,438,544,"1,469","26,098","4,191","21,051",856
2014,New Jersey,"8,938,844","23,319",352,953,"10,499","11,188","154,945","31,707","111,534","11,704"
2014,New Mexico,"2,085,567","12,465",101,"1,070","2,086","8,797","73,877","18,505","49,082","6,290"
2014,Nevada,"2,838,281","18,043",170,987,"5,954","10,562","74,574","21,924","42,466","10,184"
2014,New York,"19,748,858","75,972",616,"4,316","24,036","45,295","339,113","50,738","272,624","15,751"
2014,Ohio,"11,596,998","33,130",464,"3,825","12,780","14,658","322,517","79,466","224,942","18,109"
2014,Oklahoma,"3,879,610","16,052",180,"1,361","3,073","10,937","117,445","29,963","76,719","10,763"
2014,Oregon,"3,971,202","10,294",84,"1,165","2,270","6,320","123,142","18,690","94,177","10,275"
2014,Pennsylvania,"12,793,767","40,298",610,"2,785","13,545","22,304","246,982","45,718","188,211","13,053"
2014,Rhode Island,"1,054,907","2,320",26,264,530,"1,398","22,982","4,830","16,317","1,835"
2014,South Carolina,"4,829,160","24,038",322,"1,522","4,018","17,513","168,281","37,163","118,173","12,945"
2014,South Dakota,"853,304","2,801",23,336,199,"2,101","16,036","2,817","12,209","1,010"
2014,Tennessee,"6,547,779","39,989",369,"1,870","7,268","29,757","200,911","46,798","141,464","12,649"
2014,Texas,"26,979,078","109,711","1,192","8,400","31,021","65,862","813,515","168,085","577,018","68,412"
2014,Utah,"2,944,498","6,464",66,"1,114","1,313","3,538","85,473","11,656","66,487","7,330"
2014,Virginia,"8,328,098","16,522",350,"1,687","4,294","9,462","161,934","23,210","131,001","7,723"
2014,Vermont,"626,767",643,10,85,72,444,"9,721","2,092","7,375",254
2014,Washington,"7,063,166","20,185",178,"1,999","5,641","11,586","261,257","55,381","175,317","30,559"
2014,Wisconsin,"5,759,432","16,763",159,"1,216","5,101","9,826","120,535","21,375","89,255","9,905"
2014,West Virginia,"1,848,751","5,850",84,417,655,"4,517","38,282","9,368","26,954","1,960"
2014,Wyoming,"584,304","1,142",16,127,53,899,"11,477","1,689","9,185",603
